id,source,region,management,construction_year,status_group
72918,spring,Kagera,vwc,0,functional
36851,shallow well,Kigoma,vwc,2000,functional
1824,spring,Kigoma,vwc,2007,needs repair
48206,shallow well,Lindi,vwc,2006,needs repair
72208,machine dbh,Morogoro,vwc,1977,needs repair
39689,hand dtw,Iringa,vwc,0,needs repair
71059,shallow well,Mtwara,vwc,1985,needs repair
61054,shallow well,Mtwara,vwc,1985,needs repair
27639,spring,Kilimanjaro,vwc,1976,needs repair
26622,spring,Kigoma,vwc,2003,functional
14246,river,Manyara,vwc,2003,functional
5530,machine dbh,Tanga,vwc,2009,needs repair
7973,machine dbh,Singida,vwc,2010,functional
39650,shallow well,Lindi,vwc,1983,needs repair
28209,river,Iringa,wua,1996,functional
52782,spring,Mbeya,water authority,0,functional
8970,rainwater harvesting,Kigoma,water board,2007,functional
9409,shallow well,Mtwara,vwc,1975,needs repair
21414,shallow well,Tanga,private operator,2000,needs repair
48310,shallow well,Morogoro,vwc,1982,functional
2242,shallow well,Morogoro,vwc,1981,functional
67610,spring,Tanga,vwc,1999,functional
57045,spring,Mbeya,vwc,0,needs repair
57459,river,Kigoma,water board,1980,needs repair
31056,rainwater harvesting,Shinyanga,parastatal,0,needs repair
39957,machine dbh,Rukwa,vwc,2012,functional
73146,shallow well,Mara,unknown,1998,functional
36183,machine dbh,Mara,wug,2007,functional
26232,rainwater harvesting,Singida,vwc,2000,functional
2322,spring,Iringa,vwc,2009,functional
4203,river,Ruvuma,vwc,1982,needs repair
67328,shallow well,Mwanza,vwc,0,needs repair
32311,shallow well,Tabora,vwc,0,needs repair
45230,rainwater harvesting,Singida,parastatal,1997,needs repair
1088,spring,Kagera,vwc,0,functional
54532,shallow well,Tabora,vwc,0,functional
66635,spring,Tanga,vwc,1975,functional
26336,spring,Arusha,parastatal,2012,functional
10373,unknown,Shinyanga,wug,0,functional
34220,shallow well,Shinyanga,wug,0,functional
48025,machine dbh,Ruvuma,vwc,1996,functional
10371,river,Pwani,private operator,2007,functional
41669,shallow well,Mtwara,vwc,1980,needs repair
15333,shallow well,Shinyanga,vwc,0,needs repair
72631,river,Kilimanjaro,vwc,2010,functional
23277,shallow well,Shinyanga,wug,0,functional
30421,shallow well,Pwani,vwc,2004,needs repair
23644,machine dbh,Mbeya,vwc,0,needs repair
55311,rainwater harvesting,Kagera,vwc,0,functional
11615,spring,Iringa,vwc,2002,functional
60501,machine dbh,Morogoro,wug,1998,functional
71506,shallow well,Tabora,vwc,0,needs repair
31308,spring,Kilimanjaro,vwc,1976,needs repair
58317,spring,Kilimanjaro,vwc,2006,functional
4609,spring,Arusha,vwc,1990,needs repair
64772,machine dbh,Mtwara,vwc,2009,needs repair
3129,machine dbh,Arusha,wua,2009,functional
37849,river,Ruvuma,vwc,2011,functional
33378,spring,Dodoma,vwc,0,needs repair
31653,shallow well,Kagera,wug,0,functional
17238,spring,Tanga,vwc,2000,functional
63956,shallow well,Tanga,private operator,0,needs repair
70156,rainwater harvesting,Mara,other,1997,functional
52934,river,Morogoro,wug,1995,needs repair
50626,spring,Dodoma,vwc,0,needs repair
74042,river,Mbeya,vwc,0,functional
19790,shallow well,Morogoro,vwc,1997,functional
35731,machine dbh,Kigoma,vwc,2001,needs repair
6503,machine dbh,Tabora,vwc,0,needs repair
55122,machine dbh,Dodoma,vwc,0,functional
25666,shallow well,Shinyanga,wug,0,needs repair
38330,shallow well,Mbeya,vwc,0,needs repair
27005,spring,Arusha,vwc,1980,functional
50974,dam,Kagera,vwc,0,needs repair
34211,machine dbh,Mbeya,vwc,0,functional
16178,dam,Shinyanga,vwc,0,needs repair
29341,shallow well,Mbeya,vwc,0,needs repair
14449,spring,Iringa,vwc,1967,functional
72164,spring,Iringa,vwc,1984,functional
27107,shallow well,Shinyanga,wug,0,needs repair
57450,shallow well,Morogoro,vwc,1997,functional
34110,river,Pwani,vwc,1974,needs repair
27972,spring,Arusha,vwc,2011,functional
15758,shallow well,Shinyanga,wug,0,needs repair
44499,machine dbh,Morogoro,vwc,1984,needs repair
49980,machine dbh,Arusha,vwc,2012,functional
48776,spring,Tanga,vwc,1999,needs repair
13852,shallow well,Morogoro,vwc,1996,functional
8057,spring,Iringa,vwc,2008,functional
11886,other,Mwanza,vwc,0,needs repair
34647,spring,Tabora,vwc,0,needs repair
7016,machine dbh,Mwanza,vwc,0,functional
53857,river,Pwani,wua,2004,needs repair
15014,river,Iringa,vwc,1984,functional
43976,shallow well,Morogoro,vwc,2003,needs repair
37096,rainwater harvesting,Arusha,wua,2008,functional
63763,machine dbh,Dar es Salaam,other - school,2010,needs repair
68880,river,Morogoro,vwc,1983,functional
9491,spring,Kilimanjaro,water board,2001,functional
28585,spring,Kilimanjaro,company,1980,needs repair
30559,river,Manyara,vwc,2010,functional
48341,spring,Kilimanjaro,vwc,1972,functional
49841,shallow well,Morogoro,vwc,1980,needs repair
29974,hand dtw,Iringa,private operator,2007,needs repair
19131,shallow well,Kagera,vwc,0,functional
36979,shallow well,Shinyanga,wug,0,functional
13001,machine dbh,Mtwara,vwc,2004,needs repair
27064,spring,Arusha,vwc,1970,needs repair
34666,machine dbh,Dar es Salaam,parastatal,2010,functional
4100,spring,Mbeya,vwc,0,functional
20048,rainwater harvesting,Kagera,unknown,0,needs repair
30138,spring,Arusha,vwc,1990,functional
8044,spring,Kilimanjaro,vwc,1975,functional
69787,rainwater harvesting,Kigoma,unknown,2010,needs repair
24531,shallow well,Mbeya,vwc,0,functional
47755,spring,Iringa,vwc,1983,needs repair
10094,shallow well,Shinyanga,wug,0,needs repair
7394,river,Tanga,vwc,2007,functional
61738,rainwater harvesting,Tanga,private operator,2004,functional
60351,machine dbh,Morogoro,vwc,2005,needs repair
10268,machine dbh,Rukwa,vwc,1990,needs repair
26866,machine dbh,Arusha,vwc,2000,functional
64043,spring,Arusha,vwc,2000,needs repair
63988,spring,Kagera,vwc,0,needs repair
47082,shallow well,Mwanza,vwc,0,needs repair
22999,shallow well,Morogoro,vwc,1996,needs repair
8437,shallow well,Morogoro,vwc,1985,needs repair
441,shallow well,Morogoro,vwc,1995,needs repair
27948,spring,Kagera,vwc,0,functional
71583,river,Kigoma,water board,2001,needs repair
53001,shallow well,Mwanza,vwc,0,functional
3435,spring,Kilimanjaro,vwc,2012,functional
47785,machine dbh,Rukwa,vwc,1990,functional
48538,shallow well,Manyara,vwc,1996,functional
66104,river,Rukwa,vwc,1983,functional
58075,river,Kilimanjaro,vwc,2012,needs repair
68847,machine dbh,Tabora,vwc,0,functional
55987,dam,Shinyanga,water authority,0,needs repair
54416,shallow well,Iringa,vwc,1996,needs repair
33903,river,Morogoro,vwc,1998,functional
34415,spring,Kagera,vwc,0,functional
69587,river,Iringa,wua,1993,functional
6459,spring,Manyara,vwc,2008,functional
39859,spring,Kigoma,vwc,1995,needs repair
33311,shallow well,Shinyanga,wug,0,needs repair
63196,shallow well,Shinyanga,wug,0,functional
44051,machine dbh,Shinyanga,wug,0,needs repair
41655,shallow well,Shinyanga,wug,0,needs repair
59932,hand dtw,Mbeya,vwc,0,functional
36834,machine dbh,Lindi,vwc,1998,functional
26342,machine dbh,Rukwa,vwc,2005,functional
24720,spring,Rukwa,water authority,1972,needs repair
69968,machine dbh,Arusha,vwc,2000,needs repair
34996,spring,Mbeya,water authority,0,functional
34522,spring,Mwanza,vwc,0,needs repair
49572,shallow well,Dodoma,vwc,0,needs repair
48062,machine dbh,Singida,wug,2004,functional
44971,spring,Iringa,vwc,2001,functional
44955,shallow well,Tanga,vwc,2010,needs repair
43068,spring,Kigoma,vwc,2004,functional
73237,machine dbh,Mtwara,other,1977,functional
41069,shallow well,Tanga,vwc,2010,functional
17040,shallow well,Ruvuma,vwc,1990,functional
56667,lake,Mwanza,vwc,0,needs repair
3584,spring,Iringa,vwc,1999,functional
1401,spring,Mbeya,water authority,0,functional
41244,shallow well,Ruvuma,vwc,2011,functional
38487,river,Pwani,private operator,2009,functional
32041,machine dbh,Tanga,private operator,2000,functional
65849,spring,Ruvuma,vwc,1992,needs repair
58383,river,Morogoro,vwc,2005,needs repair
2198,shallow well,Shinyanga,wug,0,functional
59073,shallow well,Dodoma,vwc,0,needs repair
35182,shallow well,Mbeya,vwc,0,functional
21861,spring,Ruvuma,vwc,2010,needs repair
4027,dam,Shinyanga,vwc,0,needs repair
22659,river,Tabora,vwc,0,needs repair
67320,rainwater harvesting,Shinyanga,parastatal,0,functional
5773,spring,Tanga,vwc,1975,functional
68226,shallow well,Morogoro,vwc,1995,functional
12480,shallow well,Morogoro,vwc,1996,needs repair
39577,river,Mbeya,vwc,0,needs repair
5475,shallow well,Shinyanga,wug,0,functional
40179,shallow well,Morogoro,unknown,1996,needs repair
1609,shallow well,Shinyanga,wug,2005,functional
48510,other,Tanga,vwc,1971,functional
36950,machine dbh,Morogoro,unknown,1983,needs repair
60188,shallow well,Mwanza,vwc,0,needs repair
8003,spring,Kagera,vwc,0,functional
3652,shallow well,Mwanza,vwc,0,needs repair
17448,lake,Mara,parastatal,1996,functional
353,machine dbh,Singida,vwc,2010,needs repair
68332,river,Iringa,wua,1984,functional
34528,lake,Mara,vwc,1985,needs repair
126,spring,Tanga,vwc,2003,functional
41944,shallow well,Shinyanga,wug,0,functional
32303,spring,Iringa,vwc,2010,functional
7156,river,Mbeya,vwc,0,needs repair
47956,shallow well,Morogoro,vwc,2010,functional
20954,shallow well,Morogoro,vwc,1976,functional
31495,shallow well,Ruvuma,wug,1994,functional
47747,spring,Morogoro,vwc,2009,needs repair
1821,shallow well,Mara,vwc,1991,needs repair
53753,machine dbh,Shinyanga,wug,0,needs repair
18434,spring,Tanga,vwc,2000,functional
55229,river,Rukwa,vwc,1972,needs repair
1614,spring,Iringa,vwc,2004,functional
72853,machine dbh,Dar es Salaam,private operator,2000,functional
70009,lake,Mara,vwc,1975,needs repair
40002,machine dbh,Mwanza,vwc,0,functional
30095,shallow well,Mtwara,vwc,1980,needs repair
56785,machine dbh,Pwani,vwc,2009,needs repair
71090,river,Morogoro,wug,1996,functional
20117,machine dbh,Rukwa,vwc,1995,functional
44079,machine dbh,Kigoma,vwc,2007,needs repair
23911,spring,Kilimanjaro,wua,1970,needs repair
62175,rainwater harvesting,Shinyanga,wug,0,needs repair
73556,spring,Iringa,wua,2009,functional
32847,shallow well,Singida,wug,2003,functional
5472,shallow well,Morogoro,wug,2010,functional
24492,spring,Kigoma,vwc,2001,functional
46913,shallow well,Mwanza,vwc,0,functional
60097,shallow well,Lindi,wug,2012,functional
6604,shallow well,Mwanza,vwc,0,needs repair
6909,machine dbh,Morogoro,vwc,2005,functional
25005,spring,Iringa,vwc,2001,functional
3774,river,Arusha,vwc,1999,needs repair
9393,shallow well,Mwanza,wug,0,functional
33248,shallow well,Ruvuma,wug,1997,needs repair
53601,shallow well,Mwanza,vwc,0,needs repair
53566,spring,Mbeya,vwc,0,needs repair
27591,shallow well,Mbeya,vwc,0,needs repair
72160,shallow well,Shinyanga,wug,0,needs repair
70614,shallow well,Lindi,vwc,1999,needs repair
17253,machine dbh,Singida,vwc,2010,functional
2014,machine dbh,Tanga,vwc,2008,needs repair
33675,river,Mbeya,water authority,0,needs repair
67311,shallow well,Morogoro,vwc,2004,needs repair
73339,hand dtw,Manyara,vwc,2008,needs repair
644,machine dbh,Kilimanjaro,vwc,2011,functional
1630,shallow well,Kigoma,vwc,2008,needs repair
37527,hand dtw,Iringa,vwc,0,functional
23580,shallow well,Mwanza,vwc,0,needs repair
14544,spring,Dodoma,vwc,0,functional
3057,river,Morogoro,wug,2011,functional
53183,shallow well,Shinyanga,wug,0,functional
43150,machine dbh,Lindi,vwc,2012,functional
70966,spring,Kilimanjaro,water board,2012,functional
56136,machine dbh,Dodoma,private operator,0,needs repair
20990,machine dbh,Kilimanjaro,water board,2008,functional
2933,machine dbh,Lindi,vwc,2010,functional
62689,river,Morogoro,vwc,1979,needs repair
52801,shallow well,Mwanza,vwc,0,functional
41808,river,Mbeya,wug,0,functional
56168,spring,Lindi,vwc,0,needs repair
55844,spring,Tanga,vwc,1992,functional
58805,machine dbh,Tanga,vwc,2005,needs repair
10546,river,Kigoma,vwc,2009,needs repair
57202,spring,Arusha,vwc,2012,functional
35083,river,Manyara,vwc,1970,needs repair
16212,shallow well,Mara,unknown,1999,needs repair
3536,machine dbh,Pwani,private operator,2011,needs repair
20135,river,Kigoma,water board,1998,functional
68521,machine dbh,Arusha,water board,2000,needs repair
63426,machine dbh,Dodoma,vwc,0,functional
48409,spring,Arusha,vwc,1990,functional
1601,spring,Kagera,vwc,0,functional
64123,spring,Mbeya,vwc,0,functional
20078,machine dbh,Dodoma,vwc,0,functional
23647,shallow well,Mwanza,vwc,0,needs repair
19446,rainwater harvesting,Arusha,wua,2009,functional
6131,machine dbh,Dodoma,vwc,0,functional
714,river,Tanga,vwc,2010,functional
69494,machine dbh,Dodoma,vwc,0,functional
11944,shallow well,Mtwara,vwc,1985,needs repair
23184,shallow well,Mwanza,wug,0,functional
18534,shallow well,Kagera,vwc,0,functional
17964,shallow well,Mwanza,vwc,0,functional
54126,river,Arusha,wua,2008,functional
7109,machine dbh,Pwani,private operator,2010,functional
72449,hand dtw,Iringa,vwc,2009,needs repair
21038,machine dbh,Mwanza,vwc,0,functional
4805,machine dbh,Tabora,vwc,0,functional
48201,rainwater harvesting,Lindi,parastatal,2012,functional
46579,river,Iringa,wua,1978,needs repair
35078,lake,Kigoma,other,1985,needs repair
59401,machine dbh,Lindi,vwc,1978,needs repair
7005,spring,Mbeya,vwc,0,needs repair
51989,shallow well,Mbeya,vwc,0,functional
60025,machine dbh,Dodoma,vwc,0,needs repair
14397,shallow well,Morogoro,vwc,1996,needs repair
12021,spring,Kagera,vwc,0,needs repair
55908,spring,Iringa,water board,2008,functional
3124,spring,Kilimanjaro,water board,1999,functional
12146,machine dbh,Tabora,vwc,0,functional
18367,river,Iringa,vwc,1980,functional
14733,river,Tanga,vwc,2004,functional
11532,shallow well,Pwani,vwc,2011,functional
38359,rainwater harvesting,Shinyanga,parastatal,0,functional
64934,river,Mbeya,water board,0,functional
35858,spring,Kagera,vwc,0,functional
10700,rainwater harvesting,Manyara,vwc,1998,needs repair
55350,spring,Kagera,vwc,0,functional
21901,river,Iringa,wua,1978,functional
59916,machine dbh,Mtwara,vwc,1986,needs repair
49882,spring,Kilimanjaro,vwc,2008,needs repair
31072,spring,Mbeya,vwc,0,functional
37415,machine dbh,Singida,vwc,1990,needs repair
29422,machine dbh,Singida,vwc,2008,functional
7185,shallow well,Kagera,wua,0,needs repair
43925,spring,Manyara,vwc,2005,functional
31534,river,Morogoro,company,1998,needs repair
36791,spring,Dodoma,vwc,0,needs repair
39077,spring,Arusha,vwc,1995,functional
18170,shallow well,Ruvuma,wug,2006,needs repair
59393,shallow well,Dodoma,vwc,0,needs repair
1766,spring,Mbeya,vwc,0,functional
6794,shallow well,Shinyanga,wug,0,functional
49359,machine dbh,Mbeya,vwc,0,functional
40946,spring,Pwani,vwc,1976,needs repair
51123,spring,Iringa,vwc,2010,functional
48671,river,Kigoma,water board,1986,functional
56994,spring,Arusha,vwc,1995,functional
4345,machine dbh,Dodoma,vwc,0,functional
13441,shallow well,Shinyanga,wug,0,functional
62224,shallow well,Dodoma,vwc,0,functional
7372,dam,Tabora,other,0,functional
43139,spring,Mtwara,vwc,1985,needs repair
26215,spring,Kilimanjaro,vwc,1975,functional
39034,shallow well,Shinyanga,wug,0,functional
6983,machine dbh,Pwani,vwc,2009,needs repair
62953,machine dbh,Arusha,wua,2013,functional
38651,shallow well,Shinyanga,wug,0,needs repair
49077,shallow well,Ruvuma,wug,2012,functional
1448,machine dbh,Dodoma,private operator,0,functional
25025,shallow well,Mara,wug,1994,needs repair
42482,hand dtw,Iringa,wua,2009,functional
30103,spring,Iringa,wua,1990,functional
60550,shallow well,Ruvuma,wug,1996,functional
52935,river,Mbeya,vwc,0,needs repair
60195,rainwater harvesting,Kagera,vwc,0,functional
69505,spring,Tanga,vwc,1969,functional
2110,shallow well,Mara,wug,1999,functional
67570,spring,Kilimanjaro,company,1980,functional
2254,machine dbh,Pwani,vwc,2005,needs repair
200,spring,Kilimanjaro,company,2006,functional
68935,machine dbh,Rukwa,vwc,2002,functional
22088,rainwater harvesting,Kigoma,vwc,2001,needs repair
16705,river,Rukwa,vwc,1986,needs repair
26453,river,Kilimanjaro,vwc,2001,needs repair
62714,shallow well,Singida,vwc,1990,needs repair
23039,machine dbh,Dodoma,vwc,0,needs repair
20958,shallow well,Iringa,vwc,2000,functional
52143,shallow well,Kagera,vwc,0,functional
27597,shallow well,Morogoro,vwc,1982,needs repair
61187,shallow well,Mwanza,private operator,0,functional
15513,shallow well,Shinyanga,wug,0,functional
56847,river,Manyara,vwc,2012,needs repair
9527,shallow well,Mara,wug,1998,functional
72380,shallow well,Singida,vwc,1990,needs repair
5655,river,Tanga,vwc,2010,functional
48677,shallow well,Manyara,wug,2000,functional
29139,machine dbh,Rukwa,water authority,1985,needs repair
5955,shallow well,Shinyanga,wug,0,functional
21968,dam,Mara,vwc,1999,needs repair
6617,machine dbh,Singida,vwc,1970,needs repair
69177,machine dbh,Morogoro,vwc,2005,needs repair
28733,river,Mbeya,water authority,0,needs repair
53643,lake,Mwanza,vwc,0,needs repair
13928,machine dbh,Pwani,vwc,0,functional
18088,shallow well,Tabora,vwc,0,needs repair
66510,river,Morogoro,vwc,1997,needs repair
45611,river,Mbeya,wug,0,functional
71588,lake,Mara,vwc,1978,needs repair
2483,river,Pwani,vwc,1988,needs repair
70815,river,Manyara,vwc,2002,functional
41025,spring,Kilimanjaro,wua,2001,needs repair
37076,shallow well,Shinyanga,wug,0,functional
22431,shallow well,Shinyanga,wug,0,needs repair
58801,spring,Iringa,wua,1995,functional
37007,shallow well,Shinyanga,wug,0,needs repair
12735,river,Pwani,private operator,2011,functional
66709,river,Morogoro,vwc,1970,needs repair
44015,machine dbh,Morogoro,vwc,2005,needs repair
41169,machine dbh,Singida,vwc,2000,functional
33405,spring,Arusha,vwc,2002,needs repair
66413,spring,Ruvuma,vwc,1992,needs repair
38172,spring,Mtwara,vwc,1978,needs repair
3264,shallow well,Rukwa,vwc,2007,functional
3580,river,Mbeya,vwc,0,needs repair
73958,river,Pwani,wua,2004,needs repair
63665,machine dbh,Manyara,water authority,2012,functional
29140,rainwater harvesting,Arusha,wua,2011,functional
21078,spring,Manyara,vwc,1974,needs repair
34222,spring,Kigoma,wug,2003,needs repair
30679,spring,Mbeya,vwc,0,functional
26235,spring,Arusha,vwc,1998,needs repair
12361,river,Lindi,wua,2006,needs repair
69744,shallow well,Morogoro,vwc,2009,functional
30015,spring,Kagera,vwc,0,needs repair
50947,shallow well,Mwanza,vwc,0,needs repair
44890,shallow well,Shinyanga,wug,0,needs repair
56002,shallow well,Lindi,vwc,1993,needs repair
12384,shallow well,Lindi,vwc,1976,needs repair
17933,shallow well,Kagera,vwc,0,functional
31627,machine dbh,Lindi,vwc,2009,functional
53227,shallow well,Morogoro,vwc,1996,needs repair
63418,hand dtw,Mbeya,water authority,0,functional
39061,spring,Kilimanjaro,company,1988,needs repair
4046,shallow well,Tabora,vwc,0,needs repair
71127,shallow well,Shinyanga,wug,0,functional
40717,machine dbh,Tabora,vwc,0,functional
21,machine dbh,Dodoma,vwc,0,needs repair
47886,river,Dar es Salaam,vwc,2010,functional
37278,shallow well,Mwanza,vwc,0,needs repair
33166,spring,Kilimanjaro,vwc,0,needs repair
42756,spring,Arusha,wua,2000,functional
49311,spring,Iringa,vwc,1976,needs repair
21791,rainwater harvesting,Kagera,vwc,0,functional
54776,river,Manyara,vwc,1976,needs repair
37583,river,Kagera,vwc,0,functional
68948,shallow well,Shinyanga,wug,0,functional
59661,shallow well,Ruvuma,vwc,1988,functional
73378,machine dbh,Ruvuma,vwc,2001,functional
20923,river,Mbeya,wug,0,functional
37227,shallow well,Morogoro,vwc,2007,needs repair
54418,river,Mbeya,vwc,0,functional
30172,machine dbh,Rukwa,vwc,1988,functional
70236,river,Morogoro,vwc,2003,functional
4132,shallow well,Mbeya,vwc,0,functional
13184,spring,Morogoro,wug,1995,functional
10018,spring,Kilimanjaro,vwc,1972,functional
21613,river,Ruvuma,wug,1998,needs repair
26161,spring,Ruvuma,vwc,1977,needs repair
5601,spring,Dodoma,vwc,0,functional
37697,river,Mbeya,wug,0,functional
69718,shallow well,Kagera,vwc,0,needs repair
19259,river,Mbeya,wug,0,needs repair
59497,river,Mbeya,vwc,0,functional
12790,spring,Tanga,vwc,2008,functional
44974,shallow well,Kagera,vwc,0,functional
46017,spring,Iringa,vwc,1995,needs repair
27067,spring,Kilimanjaro,water board,1995,functional
66969,spring,Kilimanjaro,vwc,1972,needs repair
67699,shallow well,Pwani,vwc,2003,needs repair
29394,spring,Manyara,vwc,2003,functional
6070,hand dtw,Rukwa,vwc,1984,functional
28500,river,Iringa,vwc,1984,needs repair
19919,spring,Kilimanjaro,vwc,2010,functional
74207,shallow well,Tanga,private operator,2004,needs repair
15462,spring,Rukwa,water authority,2008,needs repair
16067,river,Pwani,private operator,2009,functional
42745,shallow well,Kagera,vwc,0,functional
67412,machine dbh,Lindi,wug,1976,needs repair
74230,shallow well,Tabora,vwc,0,functional
27302,machine dbh,Dar es Salaam,parastatal,2010,functional
41225,machine dbh,Rukwa,water authority,1986,needs repair
46331,river,Arusha,vwc,1994,functional
53146,river,Morogoro,other,1995,functional
49061,shallow well,Tanga,vwc,2004,functional
55607,spring,Shinyanga,vwc,0,needs repair
71615,machine dbh,Rukwa,vwc,1983,functional
71218,machine dbh,Pwani,vwc,1974,functional
34770,spring,Tanga,vwc,2005,functional
22627,spring,Tanga,vwc,1972,needs repair
34111,machine dbh,Mwanza,vwc,0,functional
39442,spring,Mbeya,wug,0,needs repair
43866,spring,Kilimanjaro,water board,2007,functional
65225,river,Pwani,wua,2009,functional
50049,river,Mbeya,water board,0,functional
45913,spring,Iringa,vwc,2004,functional
35211,river,Arusha,vwc,2005,needs repair
69550,machine dbh,Singida,vwc,2012,needs repair
63570,shallow well,Mwanza,vwc,0,functional
12400,machine dbh,Mwanza,vwc,0,functional
17756,river,Rukwa,vwc,1982,needs repair
41202,shallow well,Morogoro,vwc,1998,functional
8164,spring,Manyara,vwc,2011,needs repair
39901,machine dbh,Shinyanga,wug,0,functional
34079,spring,Mara,wug,1992,functional
65090,river,Pwani,vwc,1983,needs repair
23035,spring,Kagera,vwc,0,functional
24573,shallow well,Mwanza,vwc,0,needs repair
31123,river,Pwani,private operator,2010,functional
40139,spring,Kilimanjaro,vwc,2011,needs repair
41233,machine dbh,Singida,vwc,2000,functional
10076,hand dtw,Iringa,vwc,2010,functional
69017,lake,Mara,vwc,1983,needs repair
8117,machine dbh,Mtwara,vwc,2006,needs repair
20090,spring,Iringa,vwc,2008,functional
10538,machine dbh,Pwani,vwc,2009,functional
73603,river,Iringa,vwc,2007,functional
43001,shallow well,Kagera,vwc,0,functional
17682,shallow well,Pwani,vwc,1997,needs repair
15712,machine dbh,Lindi,vwc,0,needs repair
28340,river,Pwani,wua,2010,functional
31790,river,Morogoro,vwc,2008,functional
21748,shallow well,Shinyanga,wug,0,functional
45717,spring,Mbeya,vwc,0,needs repair
22693,spring,Kigoma,vwc,2000,needs repair
44156,spring,Iringa,vwc,2001,needs repair
57513,spring,Tanga,vwc,1971,functional
45457,river,Rukwa,vwc,1972,functional
53421,machine dbh,Lindi,wug,1976,needs repair
1289,river,Mbeya,vwc,0,functional
2458,machine dbh,Dar es Salaam,wug,2000,needs repair
25586,spring,Kagera,vwc,0,needs repair
9600,shallow well,Ruvuma,vwc,1993,functional
58858,machine dbh,Dodoma,vwc,0,functional
49230,spring,Mbeya,parastatal,0,functional
31040,shallow well,Ruvuma,vwc,2005,needs repair
50556,spring,Arusha,vwc,2000,needs repair
68615,spring,Tanga,vwc,1973,needs repair
26168,shallow well,Mwanza,parastatal,0,needs repair
67226,river,Kilimanjaro,vwc,1967,needs repair
58493,shallow well,Lindi,vwc,2003,functional
279,shallow well,Tanga,vwc,1985,needs repair
39937,machine dbh,Dar es Salaam,private operator,2010,functional
69228,shallow well,Mwanza,vwc,0,functional
23221,spring,Tanga,vwc,1985,functional
27315,machine dbh,Dodoma,vwc,0,functional
26735,lake,Mara,vwc,1978,functional
40001,machine dbh,Rukwa,vwc,1984,needs repair
49754,shallow well,Shinyanga,wug,0,needs repair
9484,machine dbh,Shinyanga,unknown,0,needs repair
9319,hand dtw,Iringa,vwc,2007,functional
54350,shallow well,Singida,vwc,1994,functional
65973,shallow well,Lindi,vwc,1988,needs repair
57480,spring,Mbeya,vwc,0,functional
37834,river,Arusha,vwc,1978,functional
6094,shallow well,Ruvuma,wug,1997,functional
15085,spring,Mara,wug,1996,needs repair
67495,shallow well,Mwanza,vwc,0,needs repair
41566,shallow well,Kagera,vwc,0,needs repair
74052,machine dbh,Pwani,vwc,2010,functional
1659,shallow well,Kagera,wua,0,functional
19974,spring,Arusha,vwc,2005,functional
11790,shallow well,Iringa,vwc,0,functional
49437,rainwater harvesting,Shinyanga,parastatal,0,needs repair
15923,shallow well,Morogoro,vwc,2009,functional
34748,shallow well,Morogoro,vwc,1982,needs repair
13368,shallow well,Pwani,vwc,2004,needs repair
72540,river,Kigoma,vwc,1994,needs repair
56253,shallow well,Morogoro,wug,1991,functional
66659,river,Tanga,vwc,2006,functional
44580,hand dtw,Iringa,vwc,2009,functional
18974,shallow well,Mbeya,vwc,0,needs repair
60768,machine dbh,Lindi,vwc,1993,functional
59481,shallow well,Shinyanga,wug,0,functional
27926,spring,Ruvuma,vwc,2006,functional
18276,spring,Iringa,vwc,1982,functional
48631,river,Kagera,vwc,0,needs repair
28091,machine dbh,Pwani,vwc,2006,needs repair
56146,spring,Kilimanjaro,company,2012,functional
9716,shallow well,Tanga,vwc,2009,functional
55375,shallow well,Ruvuma,wug,2004,needs repair
2098,shallow well,Shinyanga,vwc,0,needs repair
18790,spring,Iringa,vwc,0,functional
16202,spring,Mtwara,vwc,1986,needs repair
40271,spring,Iringa,vwc,2003,functional
32554,river,Morogoro,wug,2006,functional
69290,dam,Tanga,vwc,2006,functional
58680,river,Morogoro,vwc,1980,needs repair
8418,machine dbh,Pwani,vwc,2005,needs repair
28648,machine dbh,Manyara,vwc,1980,needs repair
64271,spring,Tanga,vwc,1985,functional
35582,spring,Tanga,vwc,2003,functional
22978,shallow well,Shinyanga,wug,0,functional
64948,river,Iringa,vwc,2007,functional
1349,river,Mara,vwc,1978,functional
51113,river,Ruvuma,vwc,2009,functional
22074,river,Mbeya,wua,0,functional
53265,machine dbh,Mtwara,private operator,2013,functional
12885,spring,Kagera,vwc,0,needs repair
53295,lake,Mwanza,other,0,needs repair
39582,river,Kigoma,vwc,2006,needs repair
26126,machine dbh,Mtwara,vwc,1981,needs repair
25090,shallow well,Lindi,vwc,2011,functional
9476,spring,Arusha,vwc,2000,functional
68651,machine dbh,Singida,wug,2010,functional
33807,spring,Iringa,vwc,2003,functional
26339,spring,Manyara,vwc,2005,needs repair
17430,spring,Dodoma,vwc,0,functional
9732,river,Arusha,vwc,1994,functional
61886,shallow well,Mbeya,vwc,0,needs repair
49741,river,Mbeya,vwc,0,needs repair
34975,spring,Kagera,vwc,0,functional
40599,river,Mbeya,vwc,0,functional
58280,shallow well,Mbeya,vwc,0,needs repair
69605,spring,Manyara,vwc,2009,functional
23772,shallow well,Mwanza,vwc,0,needs repair
72027,shallow well,Lindi,vwc,1980,needs repair
33672,spring,Kilimanjaro,water board,2008,functional
68449,spring,Kagera,vwc,0,needs repair
2735,shallow well,Dar es Salaam,wug,2000,needs repair
72852,spring,Mbeya,vwc,0,functional
73582,spring,Kagera,vwc,0,needs repair
4771,machine dbh,Dodoma,vwc,0,functional
